Company ID,name,Website,Number of Locations Band,Years in Business Band,Employee Band,Revenue Band
12459486,Socialway SpA,socialway.cl, 1-9, 11-15, 10-99, $500K-$999K
118627808,International Data Services,idsltda.uy, 1-9, 31+, 10-99, $1M-$2.49M
118627813,fandtec,fandtec.cl, 1-9, 00-01, 1-9, <$100K
107355621,PGL S.A.C.,pglpro.com, 1-9, 21-25, 1-9, $100K-$499K
12590576,Gd Soluciones y Sistemas de C.V.,gdata.com.mx, 1-9, 11-15, 1-9, $100K-$499K
118627824,grt8 inovacoes e negocios,grt8.com.br, 1-9, 06-08, 1-9, <$100K
114957808,workana.com,workana.com, 10-29, 11-15, 1-9, $500K-$999K
12590580,Daltum Systems,daltum.mx, 1-9, 11-15, 10-99, $5M-$9.9M
118627831,grupo.host,host.do, 1-9, 16-20, 1-9, <$100K
118627836,FPT SOFTWARE EUROPE,fptsoftware.fr, 50-99, 16-20, 10-99, $10M-$24.9M
12459519,Wannet,wannet.com.mx, 1-9, 11-15, 1-9, <$100K
118627843,go4! solutions,go4solutions.com.br, 1-9, 11-15, 1-9, <$100K
12590596,multimedios arte y red,artered.cl, 1-9, 31+, 1-9, <$100K
12590600,dormakaba Holding,dormakaba.com, 50-99, 21-25," 1,000+", $1B-$4.9B
107224588,HARS CELULARES E ACESSORIOS,hars.com.br, 1-9, 11-15, 1-9, <$100K
12590611,Insidetech,insidetech.com.ar, 1-9, 06-08, 10-99, $1M-$2.49M
114957849,Xcalibur Software,xcalibur.com, 1-9, 26-30, 10-99, $1M-$2.49M
118627879,DIEGO BARBOSA INFORMATICA,fastsolution.com.br, 1-9, 21-25, 1-9, <$100K
118627884,espacio aic,espacioaic.com, 1-9, 06-08, 1-9, <$100K
118627887,inversiones iconsolutions,iconsolutions.com.ve, 1-9, 11-15, 1-9, <$100K
115088952,Hynet,grupohynet.com, 1-9, 21-25, 1-9, <$100K
13114946,Genius Software,geniussoftware.co, 1-9, 04-05, 1-9, <$100K
111550018,Exceltec,exceltecinc.com, 1-9, 26-30, 10-99, $5M-$9.9M
118627911,i-dias tech,i-dias.tec.br, 1-9, 06-08, 1-9, <$100K
12459594,exakernel,exakernel.com.br, 1-9, 11-15, 1-9, <$100K
12590669,Giesecke+Devrient,gi-de.com, 30-49, 31+," 1,000+", $1B-$4.9B
114957902,XTENDO GROUP,xtendo.biz, 1-9, 21-25, 10-99, $1M-$2.49M
118627944,Soluciones Geograficas de Mexico,gismexico.com, 1-9, 11-15, 1-9, <$100K
13114987,Infinity Software Systems,infinitysoft.com, 1-9, 09-10, 10-99, $1M-$2.49M
12459629,SISWORLD,sisworld.com.pe, 1-9, 04-05, 10-99, $1M-$2.49M
12590704,senha informatica,senhainformatica.com.br, 1-9, 31+, 1-9, <$100K
12459634,Gabi Solutions,gabisolutions.com, 1-9, 02-03, 10-99, $1M-$2.49M
114957946,Yonyou Software Hong Kong,yonyou.com.hk, 10-29, 21-25, 10-99, $5M-$9.9M
107355772,PFCNETWORK TECNOLOGIA DA INFORMACAO EIRELI,pfcnetwork.com.br, 1-9, 26-30, 1-9, <$100K
13115005,Bormax Spa,bormax.cl, 1-9, 04-05, 100-499, $10M-$24.9M
13115023,databytics | business intelligence,databytics.com, 1-9, 04-05, 1-9, <$100K
13115024,Consultores Kamar,consultoreskamar.com, 1-9, 04-05, 1-9, <$100K
114957967,Youtouch,youtouch.cl, 1-9, 16-20, 10-99, $1M-$2.49M
12459669,Nerdhouse,nerdhouse.com, 1-9, 06-08, 1-9, $500K-$999K
13115038,Cyber-T,cybert.com.mx, 1-9, 06-08, 10-99, $1M-$2.49M
111812268,BRISA DO CAMPO,safe-tech.in, 1-9, 16-20, 10-99, $1M-$2.49M
111812271,Naska Digital,naskadigital.com, 1-9, 26-30, 10-99, $1M-$2.49M
12459697,Anion Technologies Ltd,anion.com, 1-9, 26-30, 100-499, $10M-$24.9M
118628021,hahost - solucoes web,hahost.com.br, 1-9, 16-20, 1-9, <$100K
107355829,The Phoenix,phxcmp.com, 1-9, 21-25, 10-99, $1M-$2.49M
118628031,"global project management, peru",gpm.net.pe, 1-9, 16-20, 1-9, <$100K
12459715,"Paramo Tecnologias, S. de R.L. de C.V.",paramotecnologias.com.mx, 1-9, 04-05, 10-99, $1M-$2.49M
115220165,keule digital,keuledigital.com, 1-9, 06-08, 1-9, <$100K
12590791,Cie D'operations Petrolieres Schumberger,slb.com, 100+, 31+, 500-999, $100M-$499M
92020423,Iotandautomation,iotandautomation.com, 1-9, 04-05, 1-9, <$100K
118628049,,,,,,
118628060,grupotech,grupotech.cl, 1-9, 11-15, 1-9, <$100K
114958045,,,,,,
118628069,GIROLABS,girolabs.com, 1-9, 11-15, 10-99, $500K-$999K
118628070,go2tec t.i. brasil,go2tec.com.br, 1-9, 06-08, 1-9, <$100K
118628091,gensys consultores gerenciales,gensyscg.com, 1-9,-, 1-9, <$100K
118628101,falando em nuvem,falandoemnuvem.com.br, 1-9, 06-08, 1-9, <$100K
12459790,Softvale Sistemas E Servi,softvale.com.br, 1-9, 31+, 1-9, $500K-$999K
12459795,Paperless Online,paperlessonline.com, 1-9, 04-05, 1-9, <$100K
92282648,Roca Robotics & Control Systems,roca-systems.com, 1-9, 11-15, 10-99, $1M-$2.49M
111812378,OMADUDU,omadudu.com, 1-9, 04-05, 1-9, <$100K
115220255,KISSI,kissi.com, 1-9, 09-10, 10-99, $1M-$2.49M
115220263,KitRUM,kitrum.com, 10-29, 11-15, 10-99, $1M-$2.49M
111943472,Syan Spa,syanmobile.cl, 1-9, 09-10, 1-9, <$100K
111943475,Binaria,binaria.cc, 1-9,-, 1-9, <$100K
118628147,TRULY,freesiga.com.br, 1-9, 11-15, 1-9, <$100K
12590901,Networking Peru E.I.R.L.,networkingperu.pe, 1-9, 04-05, 1-9, $500K-$999K
12459828,Tech-Solutions,tech-solutions.dk, 1-9, 11-15, 1-9, $500K-$999K
12590904,Comviva Technologies Limited,comviva.com, 10-29, 26-30," 1,000+", $100M-$499M
12459838,NUBISON,nubison.cl, 1-9, 16-20, 1-9, $500K-$999K
12459843,popid.com,popid.com, 1-9, 06-08, 1-9, $500K-$999K
12590916,Mip,mipltda.com, 1-9, 04-05, 1-9, <$100K
12459844,Next Soft,nextsoft.com.pe, 1-9, 04-05, 10-99, $500K-$999K
118628165,QWERSYS COMPUTACION,qwersys.cl, 1-9,-, 1-9, <$100K
12590922,TNS,tnschile.com, 1-9, 31+, 10-99, $1M-$2.49M
118628175,gekomachine,gekomachine.com, 1-9, 11-15, 1-9, <$100K
118628181,ic tecnologia,ictecnologia.uy, 1-9, 26-30, 1-9, <$100K
107355990,Pindnet R&D de C.V.,pindnet.com, 1-9, 11-15, 1-9, $100K-$499K
118628184,hecxi,hecxi.com, 1-9, 06-08, 1-9, <$100K
118628192,especializa treinamentos,especializa.com.br, 1-9, 16-20, 1-9, <$100K
12459875,greenback.com,greenback.com, 1-9, 09-10, 1-9, $500K-$999K
92151655,152 Media,152media.com, 1-9, 11-15, 10-99, $1M-$2.49M
13115242,Infocco Tecnologia,infoccotec.com.br, 1-9, 04-05, 1-9, <$100K
12590971,Milerkom Global Mexico,milerkomglobal.com.mx, 1-9, 04-05, 1-9, <$100K
13115261,ASB Resources,asbresources.com, 1-9, 21-25, 10-99, $5M-$9.9M
118628223,FFIT,ffit.com.br, 1-9, 11-15, 1-9, $100K-$499K
13115265,Atlantic Technologies Spa,atlantic-technologies.com, 1-9, 26-30, 100-499, $10M-$24.9M
12459905,grupo gsd,grupogsd.net, 1-9, 11-15, 1-9, <$100K
13639559,A&S CONSULTORIA DE SISTEMAS,aesconsultoria.com.br, 1-9, 21-25, 1-9, $500K-$999K
115089288,Aossas,grupoaos.com, 1-9,-, 1-9, <$100K
92020627,Electric Empire,electricempire.net, 1-9, 04-05, 1-9, <$100K
92282775,int consultoria,intconsultoria.com, 1-9, 06-08, 1-9, <$100K
118628250,gurus data,gurusdata.pe, 1-9, 00-01, 1-9, <$100K
92282790,Astratech,astratech.co, 1-9, 11-15, 1-9, <$100K
12459945,Viacode Consulting,viacode.com, 10-29, 21-25, 100-499, $10M-$24.9M
13115306,TMEIC,tmeic.com, 30-49, 21-25," 1,000+", $100M-$499M
118628265,,,,,,
111943601,colombeia,colombeia.com, 1-9, 11-15, 1-9, <$100K
13115320,Storeage M,storeage.com.mx, 1-9, 04-05, 10-99, $1M-$2.49M
118628283,idwasoft - desarrollo web y aplicaciones,idwasoft.com, 1-9, 00-01, 1-9, <$100K
118628288,Vipra Business Consulting Services,viprabusiness.com, 1-9, 11-15, 10-99, $5M-$9.9M
111812549,Cloud360 S.A,cloud360.com.ec, 1-9, 09-10, 10-99, $1M-$2.49M
92020681,Vertical Web,verticalweb.com.br, 1-9, 11-15, 1-9, <$100K
13639630,MDP Solutions,mdpsolutions.com.pe, 1-9, 06-08, 1-9, <$100K
118628308,fan monitoring,fanmonitoring.com, 1-9, 11-15, 1-9, <$100K
92020693,Webratio,webratio.com, 1-9, 21-25, 10-99, $1M-$2.49M
92151766,Afgsoluciones,afgsoluciones.com, 1-9, 11-15, 1-9, <$100K
12591066,,,,,,
12459997,3pointech,3pointech.net, 1-9, 04-05, 1-9, <$100K
12460000,Mad Mobile,madmobile.com, 1-9, 11-15, 100-499, $25M-$49M
118628323,grow ecommerce,growecommerce.uy, 1-9, 06-08, 1-9, <$100K
114958308,Gestao,gestao.com.br, 1-9, 31+, 10-99, $1M-$2.49M
111812587,,,,,,
12591086,faiston,faiston.com, 1-9, 21-25, 1-9, <$100K
107225070,HELETRON TELECOMUNICACOES,heletron.com.br, 1-9, 31+, 10-99, $1M-$2.49M
118628340,Wordpress To App,wordpresstoapp.com, 1-9, 06-08, 1-9, $500K-$999K
12460022,Ir Soluciones,irsoluciones.com, 1-9, 09-10, 10-99, $1M-$2.49M
118628344,Ingenieria Y Equipos,ingenieriayequipos.cl, 1-9, 06-08, 1-9, <$100K
13115394,COMPUTER KING,computerkingja.com, 1-9, 11-15, 10-99, $500K-$999K
92282883,ventropy media,ventropymedia.com, 1-9, 04-05, 1-9, <$100K
118628354,,,,,,
12591109,Fives Maintenance,fivesgroup.com, 50-99, 31+, 500-999, $50M-$99M
13115400,Click Ti Tecnologia,clickti.com.br, 1-9, 16-20, 10-99, $1M-$2.49M
92282889,Techatalyst,techatalyst.com, 1-9, 16-20, 100-499, $10M-$24.9M
111550481,utech.com.br,utech.com.br, 1-9, 11-15, 1-9, $500K-$999K
118628370,Herez,herez.com.br, 1-9, 21-25, 1-9, $500K-$999K
111812631,Ipte Factory Automation,ipte.com, 10-29, 31+, 500-999, $25M-$49M
118628378,arigrafia,arigrafia.com.br, 1-9, 21-25, 1-9, <$100K
12591151,Tmexperts Solutions de C.V.,tmexperts.com.mx, 1-9, 16-20, 10-99, $500K-$999K
12460084,Adaptivate Corporation,adaptivatesoft.com, 1-9, 21-25, 10-99, $1M-$2.49M
92282935,ABF Automation de C.V.,abfautomation.com, 1-9, 04-05, 10-99, <$100K
111943738,Certa Solu,certasolucoes.com, 1-9, 11-15, 1-9, $500K-$999K
107356225,PINEAPPLE GROUP SAS,pineapple.com.co, 1-9, 00-01, 1-9, $100K-$499K
13115463,Sissol Software S.A.C.,sissol.com.pe, 1-9, 16-20, 1-9, $100K-$499K
111550535,DIGIVIX FL SERVICOS,digitronicvix.com.br, 1-9, 11-15, 1-9, <$100K
118628423,skysec seguranca digital,skysec.com.br, 1-9, 02-03, 1-9, <$100K
118628430,Ventus Technology S.A.S,ventustech.com.co, 1-9, 09-10, 1-9, $500K-$999K
106963026,Advanced Service Solutions,assinet.com, 10-29, 26-30, 1-9, $500K-$999K
92282962,Itconsultingmfc,itconsultingmfc.com, 1-9, 04-05, 1-9, <$100K
118628436,fr servicos,frserv.com.br, 1-9,-, 1-9, <$100K
12460123,MLS Wireless,mls.com.br, 1-9, 06-08, 10-99, $1M-$2.49M
118628445,qma s.c.,qma.mx, 1-9, 21-25, 1-9, <$100K
12591202,Hostmania,hostmaniaweb.com, 1-9,-, 1-9, <$100K
118628450,dklabs,domokontrol.com.br, 1-9, 06-08, 1-9, <$100K
12591216,Four-d Software,medatrax.com, 1-9, 26-30, 1-9, <$100K
12460146,Initial Publications,wiretech.com.ar, 1-9, 31+, 1-9, <$100K
118628468,UBT MARKETING PTY LTD,ubteam.com, 1-9, 11-15, 1-9, $500K-$999K
92283007,Luadigital,luadigital.com.br, 1-9, 11-15, 1-9, <$100K
12591232,Colombiawebs,colombiawebs.com, 1-9, 16-20, 1-9, $500K-$999K
13639816,Data Cloud Solutions,datacloud-solutions.com, 1-9, 06-08, 10-99, $1M-$2.49M
118628493,Covenant Security Solutions,covenantsec.com, 1-9, 21-25, 10-99, $1M-$2.49M
13115534,s-innovatec,s-innovatec.com, 1-9, 11-15, 1-9, <$100K
13115538,Suministros Obras Y Sistemas,sos.net.co, 1-9, 21-25, 1-9, <$100K
111812756,ESENCIAL BYTE,esencialbyte.com, 1-9, 11-15, 1-9, <$100K
12591259,NIVEL A,nive.la, 10-29, 09-10, 1-9, $500K-$999K
118628510,WhosOff,whosoff.com, 1-9, 16-20, 1-9, $500K-$999K
118628512,Sky It,skyit-tt.com, 1-9, 11-15, 1-9, $100K-$499K
13115555,Sath Technologies,sath.com, 1-9, 21-25, 10-99, $5M-$9.9M
118628519,,,,,,
111812780,CAPA TECH SAS,capatech.co, 1-9, 11-15, 1-9, $500K-$999K
111812783,Techeels,techeels.com, 1-9,-, 1-9, <$100K
111812788,,,,,,
115220663,White Cube Tecnologia da Informacao,whitecube.com.br, 1-9, 11-15, 10-99, $1M-$2.49M
92020925,Sinergy & Lowells,sinergylowells.com, 1-9, 11-15, 10-99, $1M-$2.49M
118628541,velink,velink-tech.com, 1-9, 06-08, 1-9, <$100K
107225299,OMD SERVICOS E TECNOLOGIA,hexait.com.br, 1-9, 16-20, 10-99, $500K-$999K
12460245,IIA,iia.cl, 1-9, 31+, 10-99, $5M-$9.9M
118628567,,,,,,
114958554,Grupo Iisi,iisi.com.mx, 1-9, 26-30, 10-99, $5M-$9.9M
12460255,DESIGN 2 NET,design2net.com, 1-9, 26-30, 1-9, $500K-$999K
13639907,United Artworks,computersculpture.com, 1-9, 26-30, 1-9, $500K-$999K
12460261,Hyland Software,hyland.com, 100+, 31+," 1,000+", $1B-$4.9B
12591353,Formohost,formohost.com, 1-9, 04-05, 1-9, <$100K
12591376,XPERTASOFT,xpertasoft.com, 1-9,-, 1-9, $100K-$499K
107225368,HELIOS T&I SAS,heliosti.com, 1-9, 11-15, 10-99, $1M-$2.49M
111812890,Traders Service,tradersservice.com.br, 1-9, 11-15, 1-9, <$100K
12460316,Mygo Consulting,mygoconsulting.com, 10-29, 11-15, 100-499, $10M-$24.9M
12460324,Systema Corporation,systema.com, 10-29, 31+, 1-9, $500K-$999K
12460325,data2 - hosting & cloud computing,data2.com.br, 1-9, 16-20, 1-9, <$100K
13115686,Prime Computer - Mexico,primecomputer.mx, 1-9, 31+, 100-499, $10M-$24.9M
92021031,Enta Consulting,entaconsulting.com, 1-9, 11-15, 10-99, $5M-$9.9M
107225386,HELP MICROS INFORMATICA,helpmicros.com.br, 1-9, 21-25, 1-9, $100K-$499K
111943981,vogliatec.com.br,vogliatec.com.br, 1-9, 31+, 1-9, $500K-$999K
111812909,Baitcon,baitcon.com, 1-9, 16-20, 10-99, $1M-$2.49M
12460335,KUKA HUNGARIA Kft.,kuka.com, 30-49, 31+," 1,000+", $100M-$499M
12460346,,,,,,
12460352,SAAC SOFTWARE,saac.com.br, 1-9, 02-03, 1-9, $100K-$499K
13115717,Omnis Software Germany,omnis.net, 10-29, 31+, 10-99, $1M-$2.49M
12460358,daxagroup.com,daxagroup.com, 1-9, 16-20, 1-9, $500K-$999K
12460361,Integrar Soluciones Informaticas,integrarsi.com.ar, 1-9, 31+, 10-99, $2.5M-$4.9M
111812941,Dumart,dumart.net, 1-9,-, 1-9, $500K-$999K
12460370,Tech Digital,techdigital.com.br, 1-9, 04-05, 1-9, $1M-$2.49M
12591444,Grupo Deco Colombia,grupodeco.co, 1-9, 04-05, 1-9, <$100K
115089750,Sys & Web,sysandweb.com.mx, 1-9, 21-25, 1-9, <$100K
12591452,FC Systems,fcsystems.com.mx, 1-9, 04-05, 10-99, $1M-$2.49M
13115746,Speed Systems,speedsystems.com.mx, 1-9, 04-05, 1-9, <$100K
12591467,hosco recuperacao de dados,hosco.io, 1-9, 21-25, 1-9, <$100K
111944046,Total Express Grupo ABRIL SA,totalexpress.com.br, 1-9, 31+," 1,000+", $100M-$499M
118628722,w3cybersec,w3cybersec.com, 1-9,-, 1-9, <$100K
118628728,xoscov soluciones,xoscov.com, 1-9, 09-10, 1-9, <$100K
114958715,Inceptio S.C,inceptio.com.mx, 1-9, 11-15, 10-99, $1M-$2.49M
12591485,Simba,simba.digital, 1-9, 04-05, 1-9, <$100K
13115780,YONATECH,yonatech.com, 1-9, 11-15, 1-9, <$100K
13115788,Connecting Nos,connectingnos.com, 1-9, 04-05, 1-9, <$100K
118628751,Iugu Instituicao De Pagamento,iugu.com, 1-9, 11-15, 10-99, $5M-$9.9M
12591512,Surrogate Technology Management,surrtech.com, 1-9, 11-15, 1-9, $500K-$999K
12591515,,,,,,
114958748,Infograph Jo,infograph.com.jo, 1-9, 31+, 10-99, $5M-$9.9M
107356573,Pil Peru,pil.com.pe, 1-9, 16-20, 10-99, $5M-$9.9M
12591518,,,,,,
13115815,Secure Soft,securesoftcorp.com, 1-9, 21-25, 100-499, $10M-$24.9M
106570151,EPG,us.epg.com, 10-29, 04-05, 500-999, $50M-$99M
118628788,zenprice,zenprice.com, 1-9, 04-05, 1-9, <$100K
13115829,prosodie.es,prosodie.es, 1-9, 04-05, 1-9, $500K-$999K
13640121,VECTOR INDUSTRIA E COMERCIO DE BOBINAS,vector.com.br, 1-9, 31+, 10-99, $100K-$499K
118628796,,,,,,
13640130,Mantenimicros,mantenimicros.com, 1-9, 04-05, 1-9, <$100K
118628805,world fibra,worldfibra.com.br, 1-9, 11-15, 1-9, <$100K
12591561,Interaxa,interaxa.com, 1-9, 21-25, 100-499, $10M-$24.9M
12460490,,,,,,
107356626,Pixel Window,pixelwindow.com.mx, 1-9, 11-15, 10-99, $1M-$2.49M
118628838,wmx tecnologia - panasonic,wmx.com.br, 1-9, 31+, 1-9, <$100K
111550952,STOSCA,stosca.com.mx, 1-9, 16-20, 1-9, $100K-$499K
111944170,Vigatec,vigatec.com, 1-9, 02-03, 100-499, $10M-$24.9M
107225580,DOMINIT II CONSULTORIA EM TI,dominit.com.br, 1-9, 16-20, 1-9, $100K-$499K
118628846,visaia solucoes,visaia.com.br, 1-9, 06-08, 1-9, <$100K
115220974,Wpe4Bank,wpe4bank.com, 1-9, 09-10, 1-9, $500K-$999K
115220982,WPS SISTEMAS,wpssistemas.com.br, 1-9,-, 1-9, <$100K
12591607,ALFA ELECTRONICS,alfaelectronics.co.in, 1-9, 04-05, 10-99, $1M-$2.49M
118628856,Zkteco Middle East,zkteco.me, 10-29, 31+, 10-99, $1M-$2.49M
118628857,,,,,,
111813117,Arditec Peru,arditecperu.com, 1-9, 06-08, 1-9, <$100K
13640191,Pabxtelecom,pabxtelecom.com.br, 1-9, 16-20, 1-9, <$100K
111813124,Aura-Tech Solutions,auratechtt.com, 1-9, 11-15, 10-99, $1M-$2.49M
111813128,Alfabits InformA!tica,alfabits.info, 1-9, 11-15, 1-9, <$100K
115221000,Works Software & Engineering,wse-ltd.com, 10-29, 09-10, 10-99, $1M-$2.49M
118628873,,,,,,
92283405,Innovara3d,innovara3d.com, 1-9, 04-05, 1-9, <$100K
111813137,Arcanjo Telecomunicacoes E Informatica,arcanjotelecom.com.br, 1-9, 21-25, 1-9, <$100K
118628889,Aiqon IT,aiqon.com.br, 1-9, 11-15, 10-99, <$100K
12460581,,,,,,
12591669,TSCOLOMBIA,tsg.net.co, 1-9, 09-10, 10-99, $10M-$24.9M
118628925,wifiempresarial,wifiempresarial.com, 1-9, 09-10, 1-9, <$100K
12591680,,,,,,
115221058,X1 M,x1mexico.com, 1-9, 11-15, 10-99, $1M-$2.49M
106963536,Digital Rez Software Corp,digitalrez.com, 1-9, 31+, 10-99, $5M-$9.9M
12460627,,,,,,
12591702,K A Technology,katechnology.co.uk, 1-9, 06-08, 1-9, $100K-$499K
115221078,Xcelsa,xcelsa.com.ec, 1-9, 11-15, 1-9, <$100K
111813209,Cabe Peru,cabeperu.com, 1-9, 09-10, 1-9, <$100K
118628957,Weidmueller Romania,weidmueller.ro, 10-29, 31+, 10-99, $5M-$9.9M
118628961,wca tecnologia,wca-telecom.com.br, 1-9, 04-05, 1-9, <$100K
13640316,Yelp,yelp.com, 30-49, 21-25," 1,000+", $1B-$4.9B
118628992,Zkteco Do Brasil S.A,zkteco.com.br, 1-9,-, 10-99, $1M-$2.49M
13116034,Solucionlinux,solucionlinux.com, 1-9, 11-15, 1-9, <$100K
118628996,carryt,carryt.co, 1-9, 04-05, 1-9, <$100K
13116038,Soft Plus,softplusmexico.com, 1-9, 11-15, 1-9, <$100K
118629000,,,,,,
118629003,GPSi (GuidePoint Systems),guidepointsystems.com, 1-9, 26-30, 100-499, $10M-$24.9M
107356815,PLUS ULTRA,plusultra.com.uy, 1-9, 31+, 10-99, $5M-$9.9M
12460690,Spi Soluciones A Problemas De Informatica,spimexico.com.mx, 1-9, 04-05, 1-9, <$100K
111944340,Discomp Computacion,discomp.cl, 1-9,-, 10-99, $500K-$999K
111944341,Rga Consultores Inform,rga.cl, 1-9, 21-25, 10-99, $1M-$2.49M
118629016,Coinchange Financials,coinchange.io, 1-9, 06-08, 100-499, $2.5M-$4.9M
111944348,Malla Agency,malla.agency, 1-9, 04-05, 1-9, <$100K
111944349,Metrictouch,metrictouch.com, 1-9, 09-10, 1-9, $500K-$999K
115221156,xpert.solutions,xpert.solutions, 1-9, 06-08, 1-9, <$100K
115221160,grupo xpf solucoes,xpfsolucoes.com.br, 1-9, 11-15, 1-9, <$100K
13116084,NVIDIA,nvidia.com, 50-99, 31+," 1,000+", $25B+
111813305,,,,,,
92283589,,,,,,
118629061,Cybool,cybool.com, 1-9, 00-01, 1-9, <$100K
13116103,,,,,,
118629062,AGENCIA HOUSE WEB,sistemaclubedetiro.com.br, 1-9, 06-08, 10-99, $500K-$999K
114959049,Iterative;,iterative.com.br, 1-9, 11-15, 10-99, $5M-$9.9M
111813321,Julio Cesar Ramos Franco,deyre.com.mx, 1-9,-, 1-9, <$100K
118629067,,,,,,
111944404,Paula Alvarez Geronimo,coverix.mx, 1-9, 31+, 1-9, <$100K
111944406,PEGS,pegs-pr.com, 1-9, 11-15, 1-9, <$100K
107225815,DOMINIUM INFORMATICA,dominiuminfo.com.br, 1-9, 31+, 10-99, <$100K
13116119,Prime Solutions,primesolutions.com.br, 1-9, 21-25, 1-9, <$100K
118629079,DEEPMIND TECHNOLOGIES,deepmind.google, 10-29, 11-15, 1-9, $1B-$4.9B
13116122,Proteus Cyber Limited,proteuscyber.com, 1-9, 11-15, 1-9, $500K-$999K
12460760,SOLUCIONES TECNOLOGICAS MCC S,cableado-estructurado.com.co, 1-9, 11-15, 1-9, $100K-$499K
118629084,,,,,,
13640421,Redkeysolutions,redkeysolutionsltd.com, 1-9, 09-10, 1-9, <$100K
118629094,KROMOS AUTO PECAS,kromosconexoes.com.br, 1-9, 11-15, 1-9, <$100K
115090154,Totalware,totalware.srv.br, 1-9,-, 1-9, <$100K
118629104,vallid tecnologia e solucoes,vallid.com.br, 1-9, 21-25, 1-9, <$100K
13640435,,,,,,
13116151,NTCONSULT US,ntconsultcorp.com, 1-9, 21-25, 10-99, $2.5M-$4.9M
92021500,,,,,,
111944445,Deco Solutions and Consulting,decosc.com, 1-9,-, 1-9, <$100K
118629138,IOT GLOBAL,iotglbl.com, 1-9, 06-08, 1-9, <$100K
111551250,Scs Concept Group,scsconcept.com, 1-9, 16-20, 10-99, $5M-$9.9M
115221269,yeminus software,yeminus.com, 1-9, 26-30, 1-9, <$100K
92021527,Tecnologia Impresion Total,titsas.com, 1-9, 11-15, 1-9, <$100K
13640476,Otimiza Consultoria,otm.com.br, 1-9, 31+, 10-99, $1M-$2.49M
118629159,insight engenharia & automacao,insightea.com.br, 1-9, 02-03, 1-9, <$100K
111813421,Integra Informatica Administrativa de C.V.,integrainformatica.com, 1-9,-, 1-9, $500K-$999K
111944499,Uniproduct India,upit.com.br, 1-9,-, 100-499, $10M-$24.9M
118629184,KOFRE TELECOMUNICACOES,kofre.com.br, 1-9, 31+, 100-499, $10M-$24.9M
12460869,All-Kom,all-kom.com, 1-9, 21-25, 10-99, $1M-$2.49M
12460871,Accruent,accruent.com, 50-99, 26-30," 1,000+", $100M-$499M
12591951,Management Science Associates,msa.com, 50-99, 31+, 500-999, $50M-$99M
118629200,Jikkou Solucoes em Automacao Ltda,jikkou.com.br, 1-9, 16-20, 1-9, $500K-$999K
118629204,ingetronik ingenieria electronica,ingetronik.com, 1-9, 21-25, 1-9, <$100K
12591960,gv solucoes ti,gvsolucoesti.com.br, 1-9, 04-05, 1-9, <$100K
115090265,,,,,,
12460889,NERA Economic Consulting,nera.com, 30-49, 31+, 500-999, $50M-$99M
12591964,Fast Lane,flane.co.uk, 10-29, 26-30, 500-999, $50M-$99M
13116258,StCLATAM,softraincorp.com, 1-9, 00-01, 1-9, <$100K
12591972,alpersoft,alpersoft.com.br, 1-9, 21-25, 1-9, <$100K
12591974,Quantitative Engineering Design,qed.ai, 1-9, 16-20, 10-99, $1M-$2.49M
111813478,Ferrosistemas E.I.R.L. Peru,ferrosistemas.com.pe, 1-9, 21-25, 1-9, <$100K
13116286,Ch Tecnologia,chtecnologia.com, 1-9, 04-05, 1-9, <$100K
92283775,Location-World,location-world.com, 1-9, 16-20, 10-99, $1M-$2.49M
12460934,NetGO,netgoinc.com, 1-9, 09-10, 1-9, <$100K
13116295,ohm web solutions,ohmwebsolutions.com, 1-9, 06-08, 1-9, <$100K
24781704,IMTECH,imtech.com.br, 1-9, 16-20, 1-9, $100K-$499K
106963858,digital oil & gas solutions,digitaloilandgas.solutions, 1-9, 06-08, 1-9, <$100K
12592018,moriah laureano & asociados,laureano.com.pe, 1-9, 11-15, 1-9, <$100K
92283797,Movistar,movistar.com.ec, 1-9, 04-05, 1-9, $500K-$999K
111944598,Representantes Especializados En Soluciones TecnolA3gicas,4tech.com.mx, 1-9, 06-08, 1-9, <$100K
12460954,Excelerate Systems LLC,exceleratesystems.com, 1-9, 16-20, 100-499, $10M-$24.9M
107357099,BUILDTECH TECNOLOGIA,planetainfo.com.br, 1-9, 26-30, 1-9, <$100K
118629293,SuperControle.Com,supercontrole.com, 1-9, 21-25, 1-9, $500K-$999K
118629301,Digifianz Inbound Marketing,digifianz.com, 1-9, 11-15, 10-99, $1M-$2.49M
112599990,rem media & consulting,remmediaconsulting.com, 1-9, 09-10, 1-9, <$100K
107226046,DRTI - SOLUCOES EM INFORMATICA,drti.com.br, 1-9, 16-20, 1-9, $500K-$999K
118629314,wt software,wtsoftware.com.br, 1-9, 16-20, 1-9, <$100K
13640652,MG COMPUTACIÓN,mgcomputacion.com.mx, 1-9, 06-08, 10-99, $100K-$499K
118629325,,,,,,
118629339,Modyo,modyo.com, 1-9, 16-20, 10-99, $1M-$2.49M
13116381,Net2Source,net2source.com, 50-99, 16-20, 100-499, $25M-$49M
13640678,Tech Busines,techbusiness.com.br, 1-9, 26-30, 1-9, $500K-$999K
13116395,prosoft informatica,prosoftinformatica.com.ar, 1-9, 26-30, 1-9, <$100K
12461037,Aes-Computers,aes-computers.com, 1-9, 04-05, 1-9, <$100K
13116399,Quanto Soluciones,quantosoluciones.com, 1-9, 11-15, 1-9, $500K-$999K
